engagement_id,milestone,milestone_date,candidate_count,notes
E0331,Accepted,2024-07-01,0,
E0332,Kickoff,2025-08-09,10,
E0332,Longlist,2025-09-03,8,
E0333,Kickoff,2024-02-28,12,
E0333,Longlist,2024-03-24,11,
E0333,Shortlist,2024-04-06,6,
E0333,Offer,2024-05-01,6,
E0333,Accepted,2024-05-15,2,
E0334,Kickoff,2025-03-31,15,
E0334,Longlist,2025-05-01,7,
E0334,Shortlist,2025-05-26,7,
E0334,Offer,2025-06-05,1,manual review
E0334,Accepted,2025-06-12,4,
E0335,Kickoff,2024-10-19,13,
E0335,Longlist,2024-11-28,4,
E0335,Shortlist,2024-12-18,8,
E0335,Offer,2025-01-03,5,
E0335,Accepted,2025-01-13,3,
E0336,Kickoff,2024-08-09,5,manual review
E0336,Longlist,2024-09-21,6,
E0336,Shortlist,2024-10-21,7,
E0336,Offer,2024-11-10,8,
E0336,Accepted,2024-11-12,8,
E0337,Kickoff,2024-12-18,11,
E0337,Longlist,2025-01-17,7,
E0337,Shortlist,2025-01-29,7,
E0337,Offer,2025-02-16,7,
E0337,Accepted,2025-02-21,5,
E0338,Kickoff,2024-08-14,9,
E0338,Longlist,2024-09-22,12,
E0338,Shortlist,2024-10-23,6,
E0338,Offer,2024-11-08,6,
E0338,Accepted,2024-11-25,2,
E0339,Kickoff,2025-08-04,12,
E0339,Longlist,2025-09-02,12,
E0339,Shortlist,2025-09-22,10,
E0339,Offer,2025-10-12,5,
E0339,Accepted,2025-10-30,8,
E0340,Kickoff,2025-12-06,14,
E0340,Longlist,2025-12-25,10,
E0340,Shortlist,2026-01-17,9,
E0340,Offer,2026-02-13,7,manual review
E0341,Kickoff,2025-08-20,13,
E0341,Longlist,2025-09-26,8,
E0341,Shortlist,2025-10-27,8,
E0341,Offer,2025-11-19,2,
E0341,Accepted,2025-12-01,1,
E0342,Kickoff,2024-11-22,11,
E0342,Longlist,2024-12-13,5,
E0342,Shortlist,2025-01-08,11,
E0342,Offer,2025-01-31,7,
E0342,Accepted,2025-02-16,3,
E0343,Kickoff,2025-01-09,12,
E0343,Longlist,2025-02-20,8,
E0343,Shortlist,2025-03-21,8,manual review
E0343,Offer,2025-04-08,5,
E0343,Accepted,2025-04-19,3,
E0344,Kickoff,2024-11-30,8,
E0344,Longlist,2025-01-09,6,
E0344,Shortlist,2025-02-02,5,manual review
E0344,Offer,2025-02-15,5,
E0344,Accepted,2025-03-02,4,
E0345,Kickoff,2025-08-09,15,
E0345,Longlist,2025-09-03,6,
E0345,Shortlist,2025-09-14,4,
E0345,Offer,2025-09-29,7,manual review
E0346,Kickoff,2025-02-13,14,
E0346,Longlist,2025-02-28,9,
E0346,Shortlist,2025-03-29,9,
E0346,Offer,2025-04-19,4,
E0346,Accepted,2025-05-09,6,
E0347,Kickoff,2024-12-08,13,
E0347,Longlist,2024-12-25,13,
E0347,Shortlist,2025-01-13,8,
E0347,Offer,2025-02-02,4,
E0347,Accepted,2025-02-19,0,manual review
E0348,Kickoff,2024-10-31,11,
E0348,Longlist,2024-11-17,11,
E0348,Shortlist,2024-12-06,8,
E0348,Offer,2024-12-20,1,manual review
E0348,Accepted,2025-01-01,0,
E0349,Kickoff,2024-10-09,9,manual review
E0349,Longlist,2024-11-14,10,
E0349,Shortlist,2024-12-03,4,
E0349,Offer,2024-12-24,1,
E0349,Accepted,2025-01-08,1,
E0350,Kickoff,2025-02-09,6,manual review
E0350,Longlist,2025-03-21,13,
E0350,Shortlist,2025-04-09,8,
E0351,Kickoff,2025-05-18,9,
E0351,Longlist,2025-06-25,8,
E0351,Shortlist,2025-07-12,10,
E0351,Offer,2025-07-23,4,
E0351,Accepted,2025-08-01,7,
E0352,Kickoff,2024-11-17,10,
E0352,Longlist,2024-12-12,12,
E0352,Shortlist,2025-01-11,3,
E0352,Offer,2025-01-27,5,
E0352,Accepted,2025-02-13,3,
E0353,Kickoff,2025-08-11,11,
E0353,Longlist,2025-09-10,13,
E0353,Shortlist,2025-10-08,11,
E0354,Kickoff,2025-08-27,11,
E0355,Kickoff,2024-11-11,14,
E0355,Longlist,2024-12-17,12,
E0355,Shortlist,2025-01-10,5,
E0355,Offer,2025-02-01,2,
E0355,Accepted,2025-02-24,4,
E0356,Kickoff,2025-11-01,10,
E0356,Longlist,2025-11-20,11,
E0356,Shortlist,2025-12-03,4,
E0356,Offer,2025-12-12,7,
E0357,Kickoff,2024-05-12,11,
E0357,Longlist,2024-06-06,11,
E0357,Shortlist,2024-07-01,9,manual review
E0357,Offer,2024-07-16,2,
E0357,Accepted,2024-07-23,3,
E0358,Kickoff,2025-11-20,8,
E0358,Longlist,2025-12-09,9,
E0358,Shortlist,2026-01-03,9,
E0358,Offer,2026-01-19,8,
E0358,Accepted,2026-01-19,0,
E0359,Kickoff,2024-08-11,15,
E0359,Longlist,2024-09-15,13,
E0359,Shortlist,2024-10-08,6,
E0359,Offer,2024-10-19,7,
E0359,Accepted,2024-11-12,5,
E0360,Kickoff,2025-02-18,7,
E0360,Longlist,2025-03-19,9,
E0360,Shortlist,2025-04-03,7,
E0360,Offer,2025-04-18,5,
E0360,Accepted,2025-05-11,7,
E0361,Kickoff,2024-08-01,12,
E0361,Longlist,2024-09-02,10,
E0361,Shortlist,2024-10-01,7,
E0361,Offer,2024-10-15,2,
E0361,Accepted,2024-10-15,3,
E0362,Kickoff,2024-11-24,12,
E0362,Longlist,2024-12-22,10,
E0362,Shortlist,2025-01-03,10,
E0362,Offer,2025-01-16,0,
E0362,Accepted,2025-02-08,0,
E0363,Kickoff,2024-09-10,15,
E0363,Longlist,2024-10-04,11,
E0363,Shortlist,2024-10-22,4,
E0363,Offer,2024-10-29,5,
E0363,Accepted,2024-10-29,0,manual review
E0364,Kickoff,2025-06-05,13,
E0364,Longlist,2025-07-12,4,
E0364,Shortlist,2025-08-13,11,
E0364,Offer,2025-09-09,4,
E0364,Accepted,2025-10-03,6,
E0365,Kickoff,2024-03-09,10,
E0365,Longlist,2024-04-16,10,
E0365,Shortlist,2024-05-15,8,
E0366,Kickoff,2025-09-03,12,
E0366,Longlist,2025-09-24,9,
E0366,Shortlist,2025-10-21,10,
E0367,Kickoff,2025-10-30,15,
E0367,Longlist,2025-12-12,8,
E0368,Kickoff,2025-02-22,10,
E0368,Longlist,2025-03-18,9,
E0368,Shortlist,2025-04-17,15,
E0368,Offer,2025-04-28,3,
E0368,Accepted,2025-05-03,2,
E0369,Kickoff,2025-02-05,16,manual review
E0369,Longlist,2025-03-06,9,
E0369,Shortlist,2025-04-03,9,
E0369,Offer,2025-04-27,6,
E0369,Accepted,2025-05-09,1,
E0370,Kickoff,2025-06-03,10,
E0370,Longlist,2025-07-17,3,
E0371,Kickoff,2024-06-03,11,manual review
E0371,Longlist,2024-07-06,8,
E0371,Shortlist,2024-08-06,6,
E0371,Offer,2024-08-14,4,
E0371,Accepted,2024-08-28,7,
E0372,Kickoff,2025-07-02,8,
E0372,Longlist,2025-08-05,7,manual review
E0372,Shortlist,2025-08-27,9,
E0372,Offer,2025-09-04,4,
E0372,Accepted,2025-09-11,2,
E0373,Kickoff,2024-06-15,13,
E0373,Longlist,2024-07-20,10,
E0373,Shortlist,2024-08-13,8,
E0373,Offer,2024-08-22,2,
E0374,Kickoff,2025-05-13,13,
E0374,Longlist,2025-06-10,9,manual review
E0374,Shortlist,2025-06-23,5,
E0374,Offer,2025-07-06,0,
E0374,Accepted,2025-07-22,1,
E0375,Kickoff,2024-08-12,9,
E0375,Longlist,2024-09-20,8,manual review
E0375,Shortlist,2024-10-10,8,
E0375,Offer,2024-10-25,5,
E0375,Accepted,2024-11-14,2,
E0376,Kickoff,2025-07-03,11,
E0376,Longlist,2025-08-16,7,
E0376,Shortlist,2025-09-12,8,
E0376,Offer,2025-10-04,1,
E0376,Accepted,2025-10-04,5,manual review
E0377,Kickoff,2025-08-07,12,
E0377,Longlist,2025-08-30,9,
E0377,Shortlist,2025-09-12,8,
E0377,Offer,2025-09-28,5,
E0377,Accepted,2025-09-28,6,
E0378,Kickoff,2024-06-07,14,
E0378,Longlist,2024-06-26,9,
E0378,Shortlist,2024-07-30,8,
E0378,Offer,2024-08-17,4,
E0378,Accepted,2024-08-31,5,
E0379,Kickoff,2025-04-02,17,manual review
E0379,Longlist,2025-05-02,9,
E0379,Shortlist,2025-06-02,6,
E0379,Offer,2025-06-27,1,
E0380,Kickoff,2025-01-01,10,
E0380,Longlist,2025-02-01,8,
E0380,Shortlist,2025-03-04,9,
E0380,Offer,2025-03-29,1,
E0380,Accepted,2025-03-29,3,
E0381,Kickoff,2024-08-09,15,
E0381,Longlist,2024-09-19,7,
E0381,Shortlist,2024-10-15,5,
E0381,Offer,2024-11-04,9,manual review
E0381,Accepted,2024-11-12,2,
E0382,Kickoff,2025-03-09,11,
E0382,Longlist,2025-03-30,11,
E0382,Shortlist,2025-04-16,4,
E0382,Offer,2025-05-05,2,
E0382,Accepted,2025-05-28,3,
E0383,Kickoff,2026-01-01,9,
E0383,Longlist,2026-02-12,8,
E0384,Kickoff,2024-01-07,11,
E0384,Longlist,2024-02-02,10,
E0384,Shortlist,2024-02-19,2,
E0384,Offer,2024-03-07,5,
E0384,Accepted,2024-03-24,4,
E0385,Kickoff,2025-11-29,7,
E0385,Longlist,2025-12-18,9,manual review
E0386,Kickoff,2025-09-17,19,
E0386,Longlist,2025-10-10,8,
E0386,Shortlist,2025-10-24,9,
E0386,Offer,2025-11-03,2,manual review
E0387,Kickoff,2025-01-28,13,
E0387,Longlist,2025-02-14,12,
E0387,Shortlist,2025-03-18,12,
E0387,Offer,2025-04-01,0,
E0387,Accepted,2025-04-08,0,
E0388,Kickoff,2025-03-30,12,
E0388,Longlist,2025-05-13,12,
E0389,Kickoff,2024-10-05,11,manual review
E0389,Longlist,2024-11-01,6,
E0389,Shortlist,2024-11-25,3,
E0389,Offer,2024-12-16,5,
E0389,Accepted,2024-12-18,0,
E0390,Kickoff,2024-04-12,8,manual review
E0390,Longlist,2024-05-15,7,
E0390,Shortlist,2024-06-05,7,
E0390,Offer,2024-06-23,3,
E0390,Accepted,2024-07-10,2,
E0391,Kickoff,2025-02-22,12,manual review
E0391,Longlist,2025-03-18,9,
E0391,Shortlist,2025-04-04,4,
E0392,Kickoff,2025-08-27,11,
E0392,Longlist,2025-09-12,10,
E0392,Shortlist,2025-09-24,6,
E0392,Offer,2025-10-12,0,
E0392,Accepted,2025-11-01,0,
E0393,Kickoff,2024-06-19,13,
E0393,Longlist,2024-07-06,5,
E0393,Shortlist,2024-07-20,6,
E0393,Offer,2024-08-16,5,
E0393,Accepted,2024-09-06,5,
E0394,Kickoff,2025-06-16,11,manual review
E0394,Longlist,2025-07-05,7,
E0394,Shortlist,2025-07-30,7,
E0394,Offer,2025-08-06,4,
E0394,Accepted,2025-08-08,1,
E0395,Kickoff,2025-07-08,12,manual review
E0395,Longlist,2025-08-11,10,
E0395,Shortlist,2025-09-14,6,
E0395,Offer,2025-10-02,2,manual review
E0395,Accepted,2025-10-13,2,
E0396,Kickoff,2025-07-09,10,
E0396,Longlist,2025-07-28,6,
E0396,Shortlist,2025-08-24,10,
E0396,Offer,2025-09-09,8,
E0396,Accepted,2025-09-11,2,
E0397,Kickoff,2024-09-14,10,
E0397,Longlist,2024-10-03,14,
E0397,Shortlist,2024-10-31,4,
E0397,Offer,2024-11-22,6,
E0397,Accepted,2024-12-03,3,
E0398,Kickoff,2024-10-13,10,
E0398,Longlist,2024-11-03,9,
E0398,Shortlist,2024-11-30,13,
E0398,Offer,2024-12-27,7,
E0398,Accepted,2025-01-05,3,
E0399,Kickoff,2024-11-01,15,
E0399,Longlist,2024-11-17,11,
E0399,Shortlist,2024-11-30,9,
E0399,Offer,2024-12-16,1,
E0399,Accepted,2024-12-19,0,
E0400,Kickoff,2025-09-15,12,
E0400,Longlist,2025-09-30,6,
E0400,Shortlist,2025-10-19,5,
E0400,Offer,2025-10-31,4,
E0400,Accepted,2025-11-23,5,
E0401,Kickoff,2025-10-26,11,
E0401,Longlist,2025-11-18,7,
E0402,Kickoff,2024-11-03,9,
E0402,Longlist,2024-11-30,7,
E0402,Shortlist,2024-12-10,5,
E0402,Offer,2024-12-27,3,
E0402,Accepted,2025-01-01,2,
E0403,Kickoff,2025-12-11,8,manual review
E0403,Longlist,2026-01-05,6,
E0403,Shortlist,2026-02-02,8,
E0403,Offer,2026-02-21,4,
E0403,Accepted,2026-02-27,1,
E0404,Kickoff,2025-02-20,14,
E0404,Longlist,2025-03-19,8,
E0404,Shortlist,2025-04-11,6,
E0404,Offer,2025-04-20,6,
E0404,Accepted,2025-04-24,3,
E0405,Kickoff,2024-10-13,11,
E0405,Longlist,2024-11-18,8,
E0405,Shortlist,2024-12-19,9,
E0405,Offer,2025-01-05,5,
E0405,Accepted,2025-01-07,1,
E0406,Kickoff,2024-01-04,13,
E0406,Longlist,2024-01-25,8,
E0406,Shortlist,2024-02-12,7,
E0406,Offer,2024-02-20,6,
E0406,Accepted,2024-03-06,1,
E0407,Kickoff,2025-03-23,11,
E0407,Longlist,2025-04-09,10,
E0407,Shortlist,2025-05-10,9,manual review
E0407,Offer,2025-05-26,9,
E0407,Accepted,2025-06-14,0,
E0408,Kickoff,2025-04-18,11,
E0408,Longlist,2025-05-21,9,
E0408,Shortlist,2025-06-22,7,
E0408,Offer,2025-07-15,6,manual review
E0408,Accepted,2025-07-16,6,manual review
E0409,Kickoff,2025-12-09,12,
E0409,Longlist,2026-01-06,8,
E0410,Kickoff,2025-06-14,11,
E0410,Longlist,2025-07-21,9,
E0411,Kickoff,2024-01-28,12,
E0411,Longlist,2024-03-10,7,
E0411,Shortlist,2024-04-11,7,manual review
E0411,Offer,2024-04-26,8,
E0411,Accepted,2024-05-04,4,
E0412,Kickoff,2025-02-26,12,
E0412,Longlist,,8,
E0412,Shortlist,2025-04-23,9,
E0412,Offer,2025-05-09,3,
E0412,Accepted,2025-05-10,4,
E0413,Kickoff,2025-07-01,11,
E0413,Longlist,2025-07-28,8,
E0413,Shortlist,2025-08-09,6,
E0413,Offer,2025-08-21,5,
E0413,Accepted,2025-09-06,5,
E0414,Kickoff,2024-12-31,9,manual review
E0414,Longlist,2025-01-21,9,
E0414,Shortlist,2025-02-16,3,manual review
E0414,Offer,2025-03-13,4,manual review
E0414,Accepted,2025-03-28,4,manual review
E0415,Kickoff,2024-11-11,9,
E0415,Longlist,2024-12-12,11,manual review
E0416,Kickoff,2025-08-21,11,
E0416,Longlist,2025-09-06,10,
E0416,Shortlist,2025-09-27,6,manual review
E0416,Offer,2025-10-10,5,
E0417,Kickoff,2025-03-25,11,
E0417,Longlist,2025-04-11,6,
E0417,Shortlist,2025-05-13,9,
E0417,Offer,2025-06-04,5,
E0417,Accepted,2025-06-24,4,
E0418,Kickoff,2025-05-21,9,
E0418,Longlist,2025-06-26,11,
E0418,Shortlist,2025-07-06,10,
E0418,Offer,2025-07-30,6,
E0418,Accepted,2025-08-09,0,
E0419,Kickoff,2024-12-04,13,
E0419,Longlist,2025-01-17,11,
E0419,Shortlist,2025-02-16,8,
E0420,Kickoff,2024-07-24,15,
E0420,Longlist,2024-08-23,9,
E0420,Shortlist,2024-09-04,7,manual review
E0420,Offer,2024-09-30,4,manual review
E0420,Accepted,2024-10-16,4,manual review
E0421,Kickoff,2025-01-16,10,
E0421,Longlist,2025-02-23,11,
E0421,Shortlist,2025-03-13,4,
E0421,Offer,2025-03-23,7,
E0421,Accepted,2025-03-25,4,
E0422,Kickoff,2025-12-10,13,
E0422,Longlist,2026-01-22,14,
E0422,Shortlist,2026-02-06,6,manual review
E0422,Offer,2026-02-27,4,
E0423,Kickoff,2025-03-21,11,
E0423,Longlist,2025-04-27,8,
E0423,Shortlist,2025-05-19,5,
E0423,Offer,2025-05-26,6,
E0423,Accepted,2025-05-26,0,
E0424,Kickoff,2025-06-08,10,
E0424,Longlist,2025-07-08,11,
E0424,Shortlist,2025-08-02,10,
E0424,Offer,2025-08-21,5,
E0425,Kickoff,2024-04-09,12,
E0425,Longlist,2024-05-03,9,
E0425,Shortlist,2024-05-24,8,
E0426,Kickoff,2025-12-29,12,manual review
E0426,Longlist,2026-01-14,11,
E0426,Shortlist,2026-01-26,11,
E0426,Offer,2026-02-04,8,
E0427,Kickoff,2024-06-29,12,
E0427,Longlist,2024-08-09,8,
E0427,Shortlist,2024-08-21,3,
E0427,Offer,2024-09-03,2,
E0427,Accepted,2024-09-06,4,
E0428,Kickoff,2025-12-12,13,manual review
E0428,Longlist,2026-01-15,12,
E0428,Shortlist,2026-01-31,3,
E0428,Offer,2026-02-07,4,
E0428,Accepted,2026-02-22,2,
E0429,Kickoff,2024-11-22,12,
E0429,Longlist,2024-12-17,9,manual review
E0429,Shortlist,2025-01-02,4,
E0430,Kickoff,2025-11-08,15,
E0430,Longlist,2025-11-28,7,
E0430,Shortlist,2025-12-12,3,
E0430,Offer,2025-12-30,1,
E0430,Accepted,2026-01-20,3,
E0431,Kickoff,2025-10-20,13,
E0431,Longlist,2025-11-24,13,
E0431,Shortlist,2025-12-04,11,
E0432,Kickoff,2025-07-10,5,
E0432,Longlist,2025-08-05,12,
E0432,Shortlist,2025-08-22,4,
E0432,Offer,2025-09-08,0,
E0432,Accepted,2025-09-16,0,
E0433,Kickoff,2025-11-04,11,
E0434,Kickoff,2025-03-22,7,
E0434,Longlist,2025-05-05,9,
E0434,Shortlist,2025-05-21,6,
E0434,Offer,2025-05-31,5,
E0434,Accepted,2025-06-13,3,
E0435,Kickoff,2025-09-14,7,
E0435,Longlist,2025-10-19,9,
E0435,Shortlist,2025-11-02,8,
E0435,Offer,2025-11-28,6,
E0436,Kickoff,2024-05-08,12,
E0436,Longlist,2024-06-01,11,
E0436,Shortlist,2024-06-29,4,
E0436,Offer,2024-07-24,7,manual review
E0436,Accepted,2024-08-11,0,
E0437,Kickoff,2024-02-22,13,
E0437,Longlist,2024-03-17,11,manual review
E0437,Shortlist,2024-04-13,6,
E0437,Offer,2024-04-29,4,
E0437,Accepted,2024-05-16,1,manual review
E0438,Kickoff,2025-02-06,11,
E0438,Longlist,2025-03-19,8,manual review
E0438,Shortlist,2025-04-07,9,
E0439,Kickoff,2025-08-23,10,
E0439,Longlist,2025-09-09,9,
E0440,Kickoff,2025-07-14,13,
E0440,Longlist,2025-08-09,11,
E0440,Shortlist,2025-09-08,7,
E0440,Offer,2025-09-26,5,
E0441,Kickoff,2025-01-27,13,
E0441,Longlist,2025-02-14,9,
E0441,Shortlist,2025-03-12,8,
E0441,Offer,2025-03-29,5,
E0441,Accepted,2025-04-18,0,
E0442,Kickoff,2025-01-22,7,
E0442,Longlist,2025-02-07,10,
E0442,Shortlist,2025-03-10,5,
E0442,Offer,2025-04-06,6,
E0442,Accepted,2025-04-29,5,
E0443,Kickoff,2025-03-22,10,
E0443,Longlist,2025-04-14,14,manual review
E0443,Shortlist,2025-05-02,6,
E0443,Offer,2025-05-16,6,
E0443,Accepted,2025-05-25,1,manual review
E0444,Kickoff,2025-09-30,12,
E0444,Longlist,2025-10-21,9,
E0445,Kickoff,2025-09-12,15,
E0445,Longlist,2025-09-30,6,
E0445,Shortlist,2025-10-17,9,
E0445,Offer,2025-11-01,5,manual review
E0446,Kickoff,2024-03-29,11,
E0446,Longlist,2024-04-13,8,manual review
E0446,Shortlist,2024-05-02,8,
E0446,Offer,2024-05-26,3,
E0446,Accepted,2024-06-12,3,manual review
E0447,Kickoff,2025-03-13,16,
E0447,Longlist,2025-04-01,11,
E0447,Shortlist,2025-04-19,9,
E0447,Offer,2025-05-05,8,
E0447,Accepted,2025-05-13,3,
E0448,Kickoff,2024-10-12,12,
E0448,Longlist,2024-11-24,9,
E0448,Shortlist,2024-12-24,7,
E0448,Offer,2025-01-19,6,
E0448,Accepted,2025-01-30,0,
E0449,Kickoff,2025-08-14,11,
E0449,Longlist,2025-09-12,8,manual review
E0449,Shortlist,2025-09-28,9,
E0450,Kickoff,2025-01-12,15,
E0450,Longlist,2025-02-25,15,
E0450,Shortlist,2025-03-15,3,manual review
E0450,Offer,2025-03-29,4,
E0450,Accepted,2025-04-04,5,
E0451,Kickoff,2025-12-24,11,
E0451,Longlist,2026-02-01,12,
E0451,Shortlist,2026-03-02,7,
E0451,Offer,2026-03-22,5,
E0452,Kickoff,2024-11-18,9,
E0452,Longlist,2024-12-03,12,
E0452,Shortlist,2024-12-25,7,manual review
E0452,Offer,2025-01-09,7,
E0452,Accepted,2025-01-30,3,
E0453,Kickoff,2025-05-10,7,
E0453,Longlist,2025-06-18,11,manual review
E0453,Shortlist,2025-07-15,11,
E0453,Offer,2025-08-06,5,
E0453,Accepted,2025-08-24,2,
E0454,Kickoff,2024-03-26,8,
E0454,Longlist,2024-04-17,11,manual review
E0454,Shortlist,2024-05-12,10,
E0454,Offer,2024-06-05,1,
E0454,Accepted,2024-06-06,5,
E0455,Kickoff,2025-11-12,10,
E0455,Longlist,2025-12-21,11,
E0456,Kickoff,2024-04-29,12,
E0456,Longlist,2024-05-19,8,
E0456,Shortlist,2024-06-05,6,manual review
E0456,Offer,2024-06-14,1,
E0456,Accepted,2024-07-06,4,
E0457,Kickoff,2024-10-05,10,
E0457,Longlist,2024-10-28,7,
E0457,Shortlist,2024-11-19,5,
E0457,Offer,2024-12-12,8,
E0457,Accepted,2024-12-26,4,
E0458,Kickoff,2025-09-05,14,
E0458,Longlist,2025-10-09,8,
E0458,Shortlist,2025-11-04,7,
E0458,Offer,2025-11-15,2,
E0458,Accepted,2025-12-06,5,
E0459,Kickoff,2025-12-12,12,
E0459,Longlist,2026-01-21,10,
E0460,Kickoff,2024-12-27,10,
E0460,Longlist,2025-02-09,8,
E0460,Shortlist,2025-03-11,7,
E0460,Offer,2025-03-23,7,
E0460,Accepted,2025-03-28,3,
E0461,Kickoff,2024-12-24,15,
E0461,Longlist,2025-01-26,10,
E0461,Shortlist,2025-02-19,4,
E0461,Offer,2025-03-09,9,
E0461,Accepted,2025-04-02,1,
E0462,Kickoff,2024-02-08,9,
E0462,Longlist,2024-02-29,9,
E0462,Shortlist,2024-03-23,6,
E0462,Offer,2024-03-30,5,
E0462,Accepted,2024-04-16,2,
E0463,Kickoff,2025-12-17,11,
E0463,Longlist,2026-01-21,10,
E0464,Kickoff,2024-01-20,11,
E0464,Longlist,2024-02-05,14,
E0464,Shortlist,2024-02-24,7,
E0464,Offer,2024-03-22,3,
E0464,Accepted,2024-04-11,5,
E0465,Kickoff,2024-01-27,11,
E0465,Longlist,2024-02-25,11,manual review
E0465,Shortlist,2024-03-13,4,
E0465,Offer,2024-04-02,6,
E0465,Accepted,2024-04-05,6,
E0466,Kickoff,2024-12-17,9,
E0466,Longlist,2025-01-25,10,
E0466,Shortlist,2025-02-04,7,
E0466,Offer,2025-02-22,5,
E0466,Accepted,2025-02-24,5,manual review
E0467,Kickoff,2024-01-12,11,
E0467,Longlist,2024-02-20,10,
E0468,Kickoff,2024-05-04,13,
E0468,Longlist,2024-06-08,12,manual review
E0468,Shortlist,2024-07-09,8,
E0468,Offer,2024-08-04,7,
E0468,Accepted,2024-08-18,1,
E0469,Kickoff,2025-04-08,9,
E0469,Longlist,2025-05-22,9,
E0469,Shortlist,2025-06-15,6,
E0469,Offer,2025-06-22,5,
E0469,Accepted,2025-06-27,1,
E0470,Kickoff,2025-06-04,12,
E0470,Longlist,2025-06-21,8,
E0470,Shortlist,2025-07-24,9,
E0470,Offer,2025-07-31,2,
E0470,Accepted,2025-08-08,5,
E0471,Kickoff,2024-08-12,11,
E0471,Longlist,2024-09-04,8,
E0471,Shortlist,2024-09-14,3,
E0471,Offer,2024-10-08,6,
E0471,Accepted,2024-10-23,1,
E0472,Kickoff,2025-08-03,10,
E0472,Longlist,2025-09-16,13,manual review
E0472,Shortlist,2025-10-03,7,
E0472,Offer,2025-10-22,5,
E0472,Accepted,2025-11-14,0,
E0473,Kickoff,2025-03-24,12,
E0473,Longlist,2025-04-24,9,
E0473,Shortlist,2025-05-23,8,manual review
E0473,Offer,2025-06-16,9,
E0473,Accepted,2025-06-29,1,
E0474,Kickoff,2024-06-24,9,
E0474,Longlist,2024-07-14,10,
E0475,Kickoff,2025-06-06,12,
E0475,Longlist,2025-07-02,10,
E0475,Shortlist,2025-08-03,8,
E0475,Offer,2025-08-11,4,
E0475,Accepted,2025-08-23,2,
E0476,Kickoff,2025-03-12,12,
E0476,Longlist,2025-04-04,6,
E0476,Shortlist,2025-04-15,6,
E0476,Offer,2025-04-27,9,
E0476,Accepted,2025-05-21,4,
E0477,Kickoff,2025-08-20,10,
E0477,Longlist,2025-09-27,11,
E0477,Shortlist,2025-10-11,4,
E0477,Offer,2025-10-25,4,
E0477,Accepted,2025-11-11,4,
E0478,Kickoff,2024-04-22,10,manual review
E0478,Longlist,2024-05-13,9,
E0479,Kickoff,2024-06-26,5,
E0479,Longlist,2024-07-24,9,
E0479,Shortlist,2024-08-26,6,
E0479,Offer,2024-09-08,8,
E0479,Accepted,2024-09-30,6,manual review
E0480,Kickoff,2024-08-17,13,
E0480,Longlist,2024-09-11,9,
E0481,Kickoff,2024-09-10,10,
E0481,Longlist,2024-10-23,11,
E0481,Shortlist,2024-11-15,4,
E0481,Offer,2024-12-11,4,
E0481,Accepted,2024-12-17,2,
E0482,Kickoff,2025-10-14,10,
E0483,Kickoff,2025-06-25,10,
E0483,Longlist,2025-07-26,9,
E0483,Shortlist,2025-08-06,8,
E0483,Offer,2025-09-01,4,
E0483,Accepted,2025-09-21,5,
E0484,Kickoff,2025-02-03,10,
E0484,Longlist,2025-03-18,11,
E0484,Shortlist,2025-04-08,7,
E0484,Offer,2025-04-26,5,
E0484,Accepted,2025-05-08,1,
E0485,Kickoff,2025-02-03,13,
E0485,Longlist,2025-03-02,13,
E0485,Shortlist,2025-03-24,7,
E0485,Offer,2025-04-16,3,
E0485,Accepted,2025-04-27,7,
E0486,Kickoff,2025-10-11,10,manual review
E0486,Longlist,2025-11-19,9,
E0486,Shortlist,2025-11-30,7,
E0486,Offer,2025-12-16,4,
E0486,Accepted,2026-01-06,6,
E0487,Kickoff,2024-11-24,12,
E0487,Longlist,2025-01-06,13,
E0487,Shortlist,2025-02-08,7,
E0487,Offer,2025-03-03,5,
E0487,Accepted,2025-03-26,1,
E0488,Kickoff,2024-06-13,12,
E0488,Longlist,2024-07-21,11,
E0488,Shortlist,2024-08-22,4,manual review
E0489,Kickoff,2024-04-12,10,
E0490,Kickoff,2024-08-30,14,
E0490,Longlist,2024-10-03,11,
E0490,Shortlist,2024-10-14,8,
E0490,Offer,2024-11-03,6,
E0490,Accepted,2024-11-14,3,
E0491,Kickoff,2025-04-21,11,
E0491,Longlist,2025-06-02,8,
E0491,Shortlist,2025-06-24,10,
E0491,Offer,2025-07-11,7,
E0491,Accepted,2025-07-31,2,
E0492,Kickoff,2024-12-16,8,
E0492,Longlist,2025-01-13,9,
E0492,Shortlist,2025-01-27,11,
E0492,Offer,2025-02-13,4,
E0492,Accepted,2025-02-28,5,
E0493,Kickoff,2024-11-04,12,
E0493,Longlist,2024-12-09,12,
E0493,Shortlist,2025-01-07,7,
E0493,Offer,2025-02-01,3,
E0493,Accepted,2025-02-08,1,
E0494,Kickoff,2024-12-24,13,
E0494,Longlist,2025-02-02,6,
E0494,Shortlist,2025-03-07,5,
E0494,Offer,2025-03-28,4,
E0494,Accepted,2025-04-11,4,
E0495,Kickoff,2025-12-17,11,
E0495,Longlist,,8,
E0496,Kickoff,2026-01-05,13,
E0496,Longlist,2026-01-20,12,
E0496,Shortlist,2026-02-13,13,
E0496,Offer,2026-03-04,6,
E0497,Kickoff,2024-05-02,12,
E0497,Longlist,2024-05-20,12,
E0497,Shortlist,2024-06-11,6,
E0497,Offer,2024-07-01,2,
